Time,Coin,Direction,Confidence,Model,Entry,TP,TP%,SL,SL%,ATR,H4 High,H4 Low
2026-05-24 05:05,ARBUSDT,FLAT,1.0000,cascade_v3.1,0.108700,,,,,0.00108386,0.115800,0.102800
2026-05-24 05:05,XRPUSDT,FLAT,1.0000,cascade_v3.1,1.3607,,,,,0.00663407,1.3859,1.2951
2026-05-24 05:05,TRXUSDT,FLAT,1.0000,cascade_v3.1,0.363030,,,,,0.00077742,0.366360,0.358150
2026-05-24 05:05,TONUSDT,FLAT,1.0000,cascade_v3.1,1.7963,,,,,0.022233,2.0950,1.7213
2026-05-24 05:05,ETHUSDT,FLAT,1.0000,cascade_v3.1,2119.31,,,,,12.7419,2157.00,2007.00
2026-05-24 05:05,BNBUSDT,FLAT,1.0000,cascade_v3.1,656.4900,,,,,2.9283,664.9500,635.0000
2026-05-24 05:05,1000PEPEUSDT,FLAT,1.0000,cascade_v3.1,0.00362590,,,,,0.00003337,0.00383240,0.00343470
2026-05-24 05:05,POLUSDT,FLAT,1.0000,cascade_v3.1,0.091000,,,,,0.00056658,0.093230,0.087190
2026-05-24 05:05,NEARUSDT,FLAT,1.0000,cascade_v3.1,2.3840,,,,,0.066364,2.3360,2.0100
2026-05-24 05:05,AVAXUSDT,FLAT,1.0000,cascade_v3.1,9.3550,,,,,0.071072,9.5990,8.8330
2026-05-24 05:05,SUIUSDT,FLAT,1.0000,cascade_v3.1,1.0618,,,,,0.012463,1.1641,0.981300
2026-05-24 04:05,TAOUSDT,FLAT,1.0000,cascade_v3.1,279.9500,,,,,4.2171,294.0000,252.6900
2026-05-24 04:05,DOTUSDT,FLAT,1.0000,cascade_v3.1,1.2860,,,,,0.015732,1.3460,1.1970
2026-05-24 04:05,1000SHIBUSDT,FLAT,1.0000,cascade_v3.1,0.00565000,,,,,0.00004279,0.00589200,0.00546700
2026-05-24 04:05,ADAUSDT,FLAT,1.0000,cascade_v3.1,0.245400,,,,,0.00185621,0.254500,0.235700
2026-05-24 04:05,ONDOUSDT,FLAT,1.0000,cascade_v3.1,0.422400,,,,,0.00911706,0.475600,0.373000
2026-05-24 04:05,HBARUSDT,FLAT,1.0000,cascade_v3.1,0.089510,,,,,0.00060897,0.090970,0.085340
2026-05-24 04:05,SOLUSDT,FLAT,1.0000,cascade_v3.1,85.8700,,,,,0.640842,88.0200,81.3600
2026-05-24 04:05,LINKUSDT,FLAT,1.0000,cascade_v3.1,9.5510,,,,,0.081936,10.0310,9.0340
2026-05-24 04:05,DOGEUSDT,FLAT,1.0000,cascade_v3.1,0.103030,,,,,0.00080110,0.106740,0.097150
2026-05-24 04:05,ARBUSDT,FLAT,1.0000,cascade_v3.1,0.109100,,,,,0.00119112,0.115800,0.102800
2026-05-24 04:05,XRPUSDT,FLAT,1.0000,cascade_v3.1,1.3595,,,,,0.00736752,1.3859,1.2951
2026-05-24 04:05,TRXUSDT,FLAT,1.0000,cascade_v3.1,0.363250,,,,,0.00077456,0.366360,0.358150
2026-05-24 04:05,TONUSDT,FLAT,1.0000,cascade_v3.1,1.8069,,,,,0.023117,2.0950,1.7213
2026-05-24 04:05,ETHUSDT,FLAT,1.0000,cascade_v3.1,2120.61,,,,,14.3902,2157.00,2007.00
2026-05-24 04:05,BNBUSDT,FLAT,1.0000,cascade_v3.1,658.2400,,,,,3.1525,664.9500,635.0000
2026-05-24 04:05,1000PEPEUSDT,FLAT,1.0000,cascade_v3.1,0.00362550,,,,,0.00003727,0.00383240,0.00343470
2026-05-24 04:05,POLUSDT,FLAT,1.0000,cascade_v3.1,0.091120,,,,,0.00061241,0.093230,0.087190
2026-05-24 04:05,NEARUSDT,FLAT,1.0000,cascade_v3.1,2.3940,,,,,0.067384,2.3360,2.0100
2026-05-24 04:05,AVAXUSDT,FLAT,1.0000,cascade_v3.1,9.3420,,,,,0.079134,9.5990,8.8330
2026-05-24 04:05,SUIUSDT,FLAT,1.0000,cascade_v3.1,1.0651,,,,,0.013830,1.1641,0.981300
2026-05-24 03:05,TAOUSDT,FLAT,1.0000,cascade_v3.1,280.5700,,,,,4.2759,294.0000,252.6900
2026-05-24 03:05,DOTUSDT,FLAT,1.0000,cascade_v3.1,1.2920,,,,,0.016429,1.3460,1.1970
2026-05-24 03:05,1000SHIBUSDT,FLAT,1.0000,cascade_v3.1,0.00567100,,,,,0.00004530,0.00589200,0.00546700
2026-05-24 03:05,ADAUSDT,FLAT,1.0000,cascade_v3.1,0.245800,,,,,0.00197152,0.254500,0.235700
2026-05-24 03:05,ONDOUSDT,FLAT,1.0000,cascade_v3.1,0.430600,,,,,0.00935148,0.475600,0.373000
2026-05-24 03:05,HBARUSDT,FLAT,1.0000,cascade_v3.1,0.089910,,,,,0.00062809,0.090970,0.087770
2026-05-24 03:05,SOLUSDT,FLAT,1.0000,cascade_v3.1,86.0500,,,,,0.674612,88.0200,81.3600
2026-05-24 03:05,LINKUSDT,FLAT,1.0000,cascade_v3.1,9.5810,,,,,0.086982,10.0310,9.0340
2026-05-24 03:05,DOGEUSDT,FLAT,1.0000,cascade_v3.1,0.103210,,,,,0.00085337,0.106740,0.097150
2026-05-24 03:05,ARBUSDT,FLAT,1.0000,cascade_v3.1,0.109500,,,,,0.00124616,0.115800,0.102800
2026-05-24 03:05,XRPUSDT,FLAT,1.0000,cascade_v3.1,1.3623,,,,,0.00814611,1.3859,1.2951
2026-05-24 03:05,TRXUSDT,FLAT,1.0000,cascade_v3.1,0.362820,,,,,0.00077998,0.366360,0.353560
2026-05-24 03:05,TONUSDT,FLAT,1.0000,cascade_v3.1,1.8128,,,,,0.025095,2.0950,1.7213
2026-05-24 03:05,ETHUSDT,FLAT,1.0000,cascade_v3.1,2125.69,,,,,15.3562,2157.00,2007.00
2026-05-24 03:05,BNBUSDT,FLAT,1.0000,cascade_v3.1,659.2100,,,,,3.3412,664.9500,635.0000
2026-05-24 03:05,1000PEPEUSDT,FLAT,1.0000,cascade_v3.1,0.00364250,,,,,0.00003893,0.00383240,0.00343470
2026-05-24 03:05,POLUSDT,FLAT,1.0000,cascade_v3.1,0.091490,,,,,0.00062776,0.093230,0.089740
2026-05-24 03:05,NEARUSDT,FLAT,1.0000,cascade_v3.1,2.4240,,,,,0.070459,2.3360,1.5790
2026-05-24 03:05,AVAXUSDT,FLAT,1.0000,cascade_v3.1,9.3690,,,,,0.083657,9.5990,8.9320
2026-05-24 03:05,SUIUSDT,FLAT,1.0000,cascade_v3.1,1.0692,,,,,0.014703,1.1641,0.981300
2026-05-24 02:05,TAOUSDT,FLAT,1.0000,cascade_v3.1,279.9700,,,,,4.4646,294.0000,252.6900
2026-05-24 02:05,DOTUSDT,FLAT,1.0000,cascade_v3.1,1.2910,,,,,0.017234,1.3460,1.1970
2026-05-24 02:05,1000SHIBUSDT,FLAT,1.0000,cascade_v3.1,0.00567500,,,,,0.00004508,0.00589200,0.00546700
2026-05-24 02:05,ADAUSDT,FLAT,1.0000,cascade_v3.1,0.246000,,,,,0.00200714,0.254500,0.235700
2026-05-24 02:05,ONDOUSDT,FLAT,1.0000,cascade_v3.1,0.426800,,,,,0.00918709,0.475600,0.373000
2026-05-24 02:05,HBARUSDT,FLAT,1.0000,cascade_v3.1,0.089720,,,,,0.00063744,0.090970,0.087770
2026-05-24 02:05,SOLUSDT,FLAT,1.0000,cascade_v3.1,85.9500,,,,,0.705681,88.0200,81.3600
2026-05-24 02:05,LINKUSDT,FLAT,1.0000,cascade_v3.1,9.5800,,,,,0.089913,10.0310,9.0340
2026-05-24 02:05,DOGEUSDT,FLAT,1.0000,cascade_v3.1,0.103180,,,,,0.00088445,0.106740,0.097150
2026-05-24 02:05,ARBUSDT,FLAT,1.0000,cascade_v3.1,0.109500,,,,,0.00125224,0.115800,0.102800
2026-05-24 02:05,XRPUSDT,FLAT,1.0000,cascade_v3.1,1.3591,,,,,0.00850705,1.3859,1.2951
2026-05-24 02:05,TRXUSDT,FLAT,1.0000,cascade_v3.1,0.362600,,,,,0.00072870,0.366360,0.353560
2026-05-24 02:05,TONUSDT,FLAT,1.0000,cascade_v3.1,1.8134,,,,,0.025710,2.0950,1.7213
2026-05-24 02:05,ETHUSDT,FLAT,1.0000,cascade_v3.1,2122.21,,,,,16.1418,2157.00,2007.00
2026-05-24 02:05,BNBUSDT,FLAT,1.0000,cascade_v3.1,657.5500,,,,,3.3279,664.9500,635.0000
2026-05-24 02:05,1000PEPEUSDT,FLAT,1.0000,cascade_v3.1,0.00364260,,,,,0.00003942,0.00383240,0.00343470
2026-05-24 02:05,POLUSDT,FLAT,1.0000,cascade_v3.1,0.091410,,,,,0.00064362,0.093230,0.089740
2026-05-24 02:05,NEARUSDT,FLAT,1.0000,cascade_v3.1,2.3870,,,,,0.070253,2.3360,1.5790
2026-05-24 02:05,AVAXUSDT,FLAT,1.0000,cascade_v3.1,9.3980,,,,,0.083861,9.5990,8.9320
2026-05-24 02:05,SUIUSDT,FLAT,1.0000,cascade_v3.1,1.0662,,,,,0.014655,1.1641,0.981300
2026-05-24 01:05,TAOUSDT,FLAT,1.0000,cascade_v3.1,281.4400,,,,,4.8916,294.0000,252.6900
2026-05-24 01:05,DOTUSDT,FLAT,1.0000,cascade_v3.1,1.2930,,,,,0.018716,1.3460,1.1970
2026-05-24 01:05,1000SHIBUSDT,FLAT,1.0000,cascade_v3.1,0.00567200,,,,,0.00004836,0.00589200,0.00546700
2026-05-24 01:05,ADAUSDT,FLAT,1.0000,cascade_v3.1,0.246000,,,,,0.00218362,0.254500,0.235700
2026-05-24 01:05,ONDOUSDT,FLAT,1.0000,cascade_v3.1,0.429400,,,,,0.00922715,0.475600,0.373000
2026-05-24 01:05,HBARUSDT,FLAT,1.0000,cascade_v3.1,0.089860,,,,,0.00069509,0.090970,0.087770
2026-05-24 01:05,SOLUSDT,FLAT,1.0000,cascade_v3.1,85.9300,,,,,0.767991,88.0200,81.3600
2026-05-24 01:05,LINKUSDT,FLAT,1.0000,cascade_v3.1,9.5860,,,,,0.097192,10.0310,9.0340
2026-05-24 01:05,DOGEUSDT,FLAT,1.0000,cascade_v3.1,0.103160,,,,,0.00098144,0.106740,0.097150
2026-05-24 01:05,ARBUSDT,FLAT,1.0000,cascade_v3.1,0.109900,,,,,0.00136079,0.115800,0.102800
2026-05-24 01:05,XRPUSDT,FLAT,1.0000,cascade_v3.1,1.3615,,,,,0.00928045,1.3859,1.2951
2026-05-24 01:05,TRXUSDT,FLAT,1.0000,cascade_v3.1,0.362440,,,,,0.00074993,0.366360,0.353560
2026-05-24 01:05,TONUSDT,FLAT,1.0000,cascade_v3.1,1.8091,,,,,0.027430,2.0950,1.7213
2026-05-24 01:05,ETHUSDT,FLAT,1.0000,cascade_v3.1,2119.99,,,,,17.3863,2157.00,2007.00
2026-05-24 01:05,BNBUSDT,FLAT,1.0000,cascade_v3.1,657.3400,,,,,3.5661,664.9500,635.0000
2026-05-24 01:05,1000PEPEUSDT,FLAT,1.0000,cascade_v3.1,0.00364750,,,,,0.00004381,0.00383240,0.00343470
2026-05-24 01:05,POLUSDT,FLAT,1.0000,cascade_v3.1,0.091250,,,,,0.00068438,0.093230,0.089740
2026-05-24 01:05,NEARUSDT,FLAT,1.0000,cascade_v3.1,2.3770,,,,,0.074968,2.3360,1.5790
2026-05-24 01:05,AVAXUSDT,FLAT,1.0000,cascade_v3.1,9.4030,,,,,0.090588,9.5990,8.9320
2026-05-24 01:05,SUIUSDT,FLAT,1.0000,cascade_v3.1,1.0716,,,,,0.015844,1.1641,0.981300
2026-05-24 00:05,TAOUSDT,FLAT,1.0000,cascade_v3.1,278.6500,,,,,5.1864,294.0000,252.6900
2026-05-24 00:05,DOTUSDT,FLAT,1.0000,cascade_v3.1,1.2930,,,,,0.020313,1.3460,1.1970
2026-05-24 00:05,1000SHIBUSDT,FLAT,1.0000,cascade_v3.1,0.00565900,,,,,0.00005339,0.00589200,0.00546700
2026-05-24 00:05,ADAUSDT,FLAT,1.0000,cascade_v3.1,0.245600,,,,,0.00233393,0.254500,0.235700
2026-05-24 00:05,ONDOUSDT,FLAT,1.0000,cascade_v3.1,0.421800,,,,,0.00955646,0.475600,0.373000
2026-05-24 00:05,HBARUSDT,FLAT,1.0000,cascade_v3.1,0.089720,,,,,0.00074654,0.090970,0.087770
2026-05-24 00:05,SOLUSDT,FLAT,1.0000,cascade_v3.1,85.6300,,,,,0.828194,88.0200,81.3600
2026-05-24 00:05,LINKUSDT,FLAT,1.0000,cascade_v3.1,9.5500,,,,,0.104483,10.0310,9.0340
2026-05-24 00:05,DOGEUSDT,FLAT,1.0000,cascade_v3.1,0.102870,,,,,0.00107807,0.106740,0.097150
2026-05-24 00:05,ARBUSDT,FLAT,1.0000,cascade_v3.1,0.109200,,,,,0.00145527,0.115800,0.102800
2026-05-24 00:05,XRPUSDT,FLAT,1.0000,cascade_v3.1,1.3569,,,,,0.00991744,1.3859,1.2951
2026-05-24 00:05,TRXUSDT,FLAT,1.0000,cascade_v3.1,0.362420,,,,,0.00073043,0.366360,0.353560
2026-05-24 00:05,TONUSDT,FLAT,1.0000,cascade_v3.1,1.8159,,,,,0.028671,2.0950,1.7213
2026-05-24 00:05,ETHUSDT,FLAT,1.0000,cascade_v3.1,2116.07,,,,,18.8078,2157.00,2007.00
2026-05-24 00:05,BNBUSDT,FLAT,1.0000,cascade_v3.1,657.1300,,,,,3.8227,664.9500,635.0000
2026-05-24 00:05,1000PEPEUSDT,FLAT,1.0000,cascade_v3.1,0.00363860,,,,,0.00004805,0.00383240,0.00343470
2026-05-24 00:05,POLUSDT,FLAT,1.0000,cascade_v3.1,0.091160,,,,,0.00073131,0.093230,0.089740
2026-05-24 00:05,NEARUSDT,FLAT,1.0000,cascade_v3.1,2.4340,,,,,0.077343,2.3360,1.5790
2026-05-24 00:05,AVAXUSDT,FLAT,1.0000,cascade_v3.1,9.3830,,,,,0.098351,9.5990,8.9320
2026-05-24 00:05,SUIUSDT,FLAT,1.0000,cascade_v3.1,1.0642,,,,,0.016946,1.1641,0.981300
2026-05-23 23:05,TAOUSDT,FLAT,1.0000,cascade_v3.1,278.9800,,,,,5.3607,294.0000,253.7400
2026-05-23 23:05,DOTUSDT,FLAT,1.0000,cascade_v3.1,1.2940,,,,,0.021715,1.3460,1.2120
2026-05-23 23:05,1000SHIBUSDT,FLAT,1.0000,cascade_v3.1,0.00565700,,,,,0.00005697,0.00589200,0.00573300
2026-05-23 23:05,ADAUSDT,FLAT,1.0000,cascade_v3.1,0.246100,,,,,0.00250530,0.254500,0.245400
2026-05-23 23:05,ONDOUSDT,FLAT,1.0000,cascade_v3.1,0.418400,,,,,0.00897951,0.475600,0.332700
2026-05-23 23:05,HBARUSDT,FLAT,1.0000,cascade_v3.1,0.090040,,,,,0.00077894,0.090970,0.087770
2026-05-23 23:05,SOLUSDT,FLAT,1.0000,cascade_v3.1,85.6600,,,,,0.903711,88.0200,85.2600
2026-05-23 23:05,LINKUSDT,FLAT,1.0000,cascade_v3.1,9.5550,,,,,0.113644,10.0310,9.3720
2026-05-23 23:05,DOGEUSDT,FLAT,1.0000,cascade_v3.1,0.103040,,,,,0.00114147,0.106740,0.101810
2026-05-23 23:05,ARBUSDT,FLAT,1.0000,cascade_v3.1,0.109200,,,,,0.00156634,0.115800,0.108300
2026-05-23 23:05,XRPUSDT,FLAT,1.0000,cascade_v3.1,1.3578,,,,,0.010727,1.3859,1.3503
2026-05-23 23:05,TRXUSDT,FLAT,1.0000,cascade_v3.1,0.362620,,,,,0.00075460,0.366360,0.353560
2026-05-23 23:05,TONUSDT,FLAT,1.0000,cascade_v3.1,1.8129,,,,,0.030884,2.0950,1.9238
2026-05-23 23:05,ETHUSDT,FLAT,1.0000,cascade_v3.1,2114.75,,,,,20.6490,2157.00,2103.51
2026-05-23 23:05,BNBUSDT,FLAT,1.0000,cascade_v3.1,656.9900,,,,,4.1369,664.9500,634.4300
2026-05-23 23:05,1000PEPEUSDT,FLAT,1.0000,cascade_v3.1,0.00363460,,,,,0.00005118,0.00383240,0.00351880
2026-05-23 23:05,POLUSDT,FLAT,1.0000,cascade_v3.1,0.090950,,,,,0.00078628,0.093230,0.089740
2026-05-23 23:05,NEARUSDT,FLAT,1.0000,cascade_v3.1,2.4290,,,,,0.078657,2.3360,1.5790
2026-05-23 23:05,AVAXUSDT,FLAT,1.0000,cascade_v3.1,9.3970,,,,,0.107666,9.5990,8.9320
2026-05-23 23:05,SUIUSDT,FLAT,1.0000,cascade_v3.1,1.0653,,,,,0.018487,1.1641,1.0284
2026-05-23 22:05,TAOUSDT,FLAT,1.0000,cascade_v3.1,285.5300,,,,,5.2161,294.0000,253.7400
2026-05-23 22:05,DOTUSDT,FLAT,1.0000,cascade_v3.1,1.3190,,,,,0.021354,1.3460,1.2120
2026-05-23 22:05,1000SHIBUSDT,FLAT,1.0000,cascade_v3.1,0.00570900,,,,,0.00005412,0.00589200,0.00573300
2026-05-23 22:05,ADAUSDT,FLAT,1.0000,cascade_v3.1,0.248500,,,,,0.00250714,0.254500,0.245400
2026-05-23 22:05,ONDOUSDT,FLAT,1.0000,cascade_v3.1,0.425500,,,,,0.00935892,0.475600,0.332700
2026-05-23 22:05,HBARUSDT,FLAT,1.0000,cascade_v3.1,0.090710,,,,,0.00079323,0.090970,0.087770
2026-05-23 22:05,SOLUSDT,FLAT,1.0000,cascade_v3.1,86.4500,,,,,0.918744,88.0200,85.2600
2026-05-23 22:05,LINKUSDT,FLAT,1.0000,cascade_v3.1,9.6540,,,,,0.114266,10.0310,9.3720
2026-05-23 22:05,DOGEUSDT,FLAT,1.0000,cascade_v3.1,0.103820,,,,,0.00110980,0.106740,0.101810
2026-05-23 22:05,ARBUSDT,FLAT,1.0000,cascade_v3.1,0.110200,,,,,0.00154578,0.115800,0.108300
2026-05-23 22:05,XRPUSDT,FLAT,1.0000,cascade_v3.1,1.3625,,,,,0.011196,1.3859,1.3503
2026-05-23 22:05,TRXUSDT,FLAT,1.0000,cascade_v3.1,0.361830,,,,,0.00077767,0.366360,0.353560
2026-05-23 22:05,TONUSDT,FLAT,1.0000,cascade_v3.1,1.8231,,,,,0.030478,2.0950,1.9238
2026-05-23 22:05,ETHUSDT,FLAT,1.0000,cascade_v3.1,2117.98,,,,,21.6152,2157.00,2103.51
2026-05-23 22:05,BNBUSDT,FLAT,1.0000,cascade_v3.1,658.5600,,,,,4.2371,664.9500,634.4300
2026-05-23 22:05,1000PEPEUSDT,FLAT,1.0000,cascade_v3.1,0.00367530,,,,,0.00005155,0.00383240,0.00351880
2026-05-23 22:05,POLUSDT,FLAT,1.0000,cascade_v3.1,0.091620,,,,,0.00079678,0.093230,0.089740
2026-05-23 22:05,NEARUSDT,FLAT,1.0000,cascade_v3.1,2.4050,,,,,0.078912,2.3360,1.5790
2026-05-23 22:05,AVAXUSDT,FLAT,1.0000,cascade_v3.1,9.5090,,,,,0.106528,9.5990,8.9320
2026-05-23 22:05,SUIUSDT,FLAT,1.0000,cascade_v3.1,1.0857,,,,,0.018827,1.1641,1.0284
2026-05-23 21:05,TAOUSDT,FLAT,1.0000,cascade_v3.1,284.4100,,,,,5.0976,294.0000,253.7400
2026-05-23 21:05,DOTUSDT,FLAT,1.0000,cascade_v3.1,1.3280,,,,,0.020300,1.3460,1.2120
2026-05-23 21:05,1000SHIBUSDT,FLAT,1.0000,cascade_v3.1,0.00573600,,,,,0.00005624,0.00589200,0.00573300
2026-05-23 21:05,ADAUSDT,FLAT,1.0000,cascade_v3.1,0.249500,,,,,0.00244362,0.254500,0.245400
2026-05-23 21:05,ONDOUSDT,FLAT,1.0000,cascade_v3.1,0.422400,,,,,0.00922234,0.475600,0.332700
2026-05-23 21:05,HBARUSDT,FLAT,1.0000,cascade_v3.1,0.090620,,,,,0.00082317,0.090970,0.087770
2026-05-23 21:05,SOLUSDT,FLAT,1.0000,cascade_v3.1,86.8700,,,,,0.915782,88.0200,85.2600
2026-05-23 21:05,LINKUSDT,FLAT,1.0000,cascade_v3.1,9.6920,,,,,0.114461,10.0310,9.3720
2026-05-23 21:05,DOGEUSDT,FLAT,1.0000,cascade_v3.1,0.104280,,,,,0.00108823,0.106740,0.101810
2026-05-23 21:05,ARBUSDT,FLAT,1.0000,cascade_v3.1,0.111500,,,,,0.00154872,0.115800,0.108300
2026-05-23 21:05,XRPUSDT,FLAT,1.0000,cascade_v3.1,1.3671,,,,,0.010490,1.3859,1.3503
2026-05-23 21:05,TRXUSDT,FLAT,1.0000,cascade_v3.1,0.361600,,,,,0.00077187,0.366360,0.353560
2026-05-23 21:05,TONUSDT,FLAT,1.0000,cascade_v3.1,1.8494,,,,,0.031264,2.0950,1.9238
2026-05-23 21:05,ETHUSDT,FLAT,1.0000,cascade_v3.1,2132.26,,,,,21.6042,2157.00,2103.51
2026-05-23 21:05,BNBUSDT,FLAT,1.0000,cascade_v3.1,662.3800,,,,,3.9669,664.9500,634.4300
2026-05-23 21:05,1000PEPEUSDT,FLAT,1.0000,cascade_v3.1,0.00371820,,,,,0.00004900,0.00383240,0.00351880
2026-05-23 21:05,POLUSDT,FLAT,1.0000,cascade_v3.1,0.091760,,,,,0.00082101,0.093230,0.089740
2026-05-23 21:05,NEARUSDT,FLAT,1.0000,cascade_v3.1,2.4260,,,,,0.079924,2.3360,1.5790
2026-05-23 21:05,AVAXUSDT,FLAT,1.0000,cascade_v3.1,9.5290,,,,,0.109439,9.5990,8.9320
2026-05-23 21:05,SUIUSDT,FLAT,1.0000,cascade_v3.1,1.0900,,,,,0.018206,1.1641,1.0284
